Series.Code,Series.Name,Topic,SubTopic1,SubTopic2,SubTopic3
SI.DST.04TH.20,Income share held by fourth 20%,Poverty,Income distribution,,
SI.DST.05TH.20,Income share held by highest 20%,Poverty,Income distribution,,
SI.DST.10TH.10,Income share held by highest 10%,Poverty,Income distribution,,
SI.DST.FRST.10,Income share held by lowest 10%,Poverty,Income distribution,,
SI.DST.FRST.20,Income share held by lowest 20%,Poverty,Income distribution,,
SI.POV.2DAY,Poverty headcount ratio at $2 a day (PPP) (% of population),Poverty,Poverty rates,,
SI.POV.DDAY,Poverty headcount ratio at $1.25 a day (PPP) (% of population),Poverty,Poverty rates,,
SI.POV.GAP2,Poverty gap at $2 a day (PPP) (%),Poverty,Poverty rates,,
SI.POV.GAPS,Poverty gap at $1.25 a day (PPP) (%),Poverty,Poverty rates,,
SI.POV.GINI,GINI index,Poverty,Income distribution,,
SI.POV.NAGP,Poverty gap at national poverty line (%),Poverty,Poverty rates,,
SI.POV.NAHC,Poverty headcount ratio at national poverty line (% of population),Poverty,Poverty rates,,
SI.POV.RUGP,Poverty gap at rural poverty line (%),Poverty,Poverty rates,,
SI.POV.RUHC,Poverty headcount ratio at rural poverty line (% of rural population),Poverty,Poverty rates,,
SI.POV.URGP,Poverty gap at urban poverty line (%),Poverty,Poverty rates,,
SI.POV.URHC,Poverty headcount ratio at urban poverty line (% of urban population),Poverty,Poverty rates,,
SL.AGR.0714.FE.ZS,"Child employment in agriculture, female (% of female economically active children ages 7-14)",Labor & Social Protection,Economic activity,,
SL.AGR.0714.MA.ZS,"Child employment in agriculture, male (% of male economically active children ages 7-14)",Labor & Social Protection,Economic activity,,
SL.AGR.0714.ZS,Child employment in agriculture (% of economically active children ages 7-14),Labor & Social Protection,Economic activity,,
SL.AGR.EMPL.FE.ZS,"Employees, agriculture, female (% of female employment)",Labor & Social Protection,Economic activity,,
SL.AGR.EMPL.MA.ZS,"Employees, agriculture, male (% of male employment)",Labor & Social Protection,Economic activity,,
SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),Labor & Social Protection,Economic activity,,
SL.EMP.1524.SP.FE.ZS,"Employment to population ratio, ages 15-24, female (%)",Labor & Social Protection,Economic activity,,
SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%)",Labor & Social Protection,Economic activity,,
SL.EMP.1524.SP.ZS,"Employment to population ratio, ages 15-24, total (%)",Labor & Social Protection,Economic activity,,
SL.EMP.INSV.FE.ZS,Share of women employed in the nonagricultural sector (% of total nonagricultural employment),Labor & Social Protection,Economic activity,,
SL.EMP.MPYR.FE.ZS,"Employers, female (% of employment)",Labor & Social Protection,Economic activity,,
SL.EMP.MPYR.MA.ZS,"Employers, male (% of employment)",Labor & Social Protection,Economic activity,,
SL.EMP.MPYR.ZS,"Employers, total (% of employment)",Labor & Social Protection,Economic activity,,
SL.EMP.SELF.FE.ZS,"Self-employed, female (% of females employed)",Labor & Social Protection,Economic activity,,
SL.EMP.SELF.MA.ZS,"Self-employed, male (% of males employed)",Labor & Social Protection,Economic activity,,
SL.EMP.SELF.ZS,"Self-employed, total (% of total employed)",Labor & Social Protection,Economic activity,,
SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%)",Labor & Social Protection,Economic activity,,
SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%)",Labor & Social Protection,Economic activity,,
SL.EMP.TOTL.SP.ZS,"Employment to population ratio, 15+, total (%)",Labor & Social Protection,Economic activity,,
SL.EMP.VULN.FE.ZS,"Vulnerable employment, female (% of female employment)",Labor & Social Protection,Economic activity,,
SL.EMP.VULN.MA.ZS,"Vulnerable employment, male (% of male employment)",Labor & Social Protection,Economic activity,,
SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment)",Labor & Social Protection,Economic activity,,
SL.EMP.WORK.FE.ZS,"Wage and salaried workers, female (% of females employed)",Labor & Social Protection,Economic activity,,
SL.EMP.WORK.MA.ZS,"Wage and salary workers, male (% of males employed)",Labor & Social Protection,Economic activity,,
SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employed)",Labor & Social Protection,Economic activity,,
SL.FAM.0714.ZS,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",Labor & Social Protection,Economic activity,,
SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of females employed)",Labor & Social Protection,Economic activity,,
SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of males employed)",Labor & Social Protection,Economic activity,,
SL.FAM.WORK.ZS,"Contributing family workers, total (% of total employed)",Labor & Social Protection,Economic activity,,
SL.GDP.PCAP.EM.KD,GDP per person employed (constant 1990 PPP $),Labor & Social Protection,Economic activity,,
SL.IND.EMPL.FE.ZS,"Employees, industry, female (% of female employment)",Labor & Social Protection,Economic activity,,
SL.IND.EMPL.MA.ZS,"Employees, industry, male (% of male employment)",Labor & Social Protection,Economic activity,,
SL.IND.EMPL.ZS,Employment in industry (% of total employment),Labor & Social Protection,Economic activity,,
SL.MNF.0714.FE.ZS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",Labor & Social Protection,Economic activity,,
SL.MNF.0714.MA.ZS,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",Labor & Social Protection,Economic activity,,
SL.MNF.0714.ZS,Child employment in manufacturing (% of economically active children ages 7-14),Labor & Social Protection,Economic activity,,
SL.SLF.0714.ZS,"Children in employment, self-employed (% of children in employment, ages 7-14)",Labor & Social Protection,Economic activity,,
SL.SRV.0714.FE.ZS,"Child employment in services, female (% of female economically active children ages 7-14)",Labor & Social Protection,Economic activity,,
SL.SRV.0714.MA.ZS,"Child employment in services, male (% of male economically active children ages 7-14)",Labor & Social Protection,Economic activity,,
SL.SRV.0714.ZS,Child employment in services (% of economically active children ages 7-14),Labor & Social Protection,Economic activity,,
SL.SRV.EMPL.FE.ZS,"Employees, services, female (% of female employment)",Labor & Social Protection,Economic activity,,
SL.SRV.EMPL.MA.ZS,"Employees, services, male (% of male employment)",Labor & Social Protection,Economic activity,,
SL.SRV.EMPL.ZS,Employment in services (% of total employment),Labor & Social Protection,Economic activity,,
SL.TLF.0714.FE.ZS,"Economically active children, female (% of female children ages 7-14)",Labor & Social Protection,Economic activity,,
SL.TLF.0714.MA.ZS,"Economically active children, male (% of male children ages 7-14)",Labor & Social Protection,Economic activity,,
SL.TLF.0714.SW.FE.ZS,"Economically active children, study and work, female (% of female economically active children, ages 7-14)",Labor & Social Protection,Economic activity,,
SL.TLF.0714.SW.MA.ZS,"Economically active children, study and work, male (% of male economically active children, ages 7-14)",Labor & Social Protection,Economic activity,,
SL.TLF.0714.SW.ZS,"Economically active children, study and work (% of economically active children, ages 7-14)",Labor & Social Protection,Economic activity,,
SL.TLF.0714.WK.FE.ZS,"Economically active children, work only, female (% of female economically active children, ages 7-14)",Labor & Social Protection,Economic activity,,
SL.TLF.0714.WK.MA.ZS,"Economically active children, work only, male (% of male economically active children, ages 7-14)",Labor & Social Protection,Economic activity,,
SL.TLF.0714.WK.ZS,"Economically active children, work only (% of economically active children, ages 7-14)",Labor & Social Protection,Economic activity,,
SL.TLF.0714.ZS,"Economically active children, total (% of children ages 7-14)",Labor & Social Protection,Economic activity,,
SL.TLF.ACTI.1524.FE.ZS,"Labor force participation rate for ages 15-24, female (%)",Labor & Social Protection,Labor force structure,,
SL.TLF.ACTI.1524.MA.ZS,"Labor force participation rate for ages 15-24, male (%)",Labor & Social Protection,Labor force structure,,
SL.TLF.ACTI.1524.ZS,"Labor force participation rate for ages 15-24, total (%)",Labor & Social Protection,Labor force structure,,
SL.TLF.ACTI.FE.ZS,"Labor force participation rate, female (% of female population ages 15-64)",Labor & Social Protection,Labor force structure,,
SL.TLF.ACTI.MA.ZS,"Labor force participation rate, male (% of male population ages 15-64)",Labor & Social Protection,Labor force structure,,
SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64)",Labor & Social Protection,Labor force structure,,
SL.TLF.CACT.FE.ZS,"Labor participation rate, female (% of female population ages 15+)",Labor & Social Protection,Labor force structure,,
SL.TLF.CACT.FM.ZS,Ratio of female to male labor participation rate (%),Labor & Social Protection,Labor force structure,,
SL.TLF.CACT.MA.ZS,"Labor participation rate, male (% of male population ages 15+)",Labor & Social Protection,Labor force structure,,
SL.TLF.CACT.ZS,"Labor participation rate, total (% of total population ages 15+)",Labor & Social Protection,Labor force structure,,
SL.TLF.PART.FE.ZS,"Part time employment, female (% of total female employment)",Labor & Social Protection,Economic activity,,
SL.TLF.PART.MA.ZS,"Part time employment, male (% of total male employment)",Labor & Social Protection,Economic activity,,
SL.TLF.PART.TL.FE.ZS,"Part time employment, female (% of total part time employment)",Labor & Social Protection,Economic activity,,
SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",Labor & Social Protection,Economic activity,,
SL.TLF.PRIM.FE.ZS,"Labor force with primary education, female (% of female labor force)",Labor & Social Protection,Labor force structure,,
SL.TLF.PRIM.MA.ZS,"Labor force with primary education, male (% of male labor force)",Labor & Social Protection,Labor force structure,,
SL.TLF.PRIM.ZS,Labor force with primary education (% of total),Labor & Social Protection,Labor force structure,,
SL.TLF.SECO.FE.ZS,"Labor force with secondary education, female (% of female labor force)",Labor & Social Protection,Labor force structure,,
SL.TLF.SECO.MA.ZS,"Labor force with secondary education, male (% of male labor force)",Labor & Social Protection,Labor force structure,,
SL.TLF.SECO.ZS,Labor force with secondary education (% of total),Labor & Social Protection,Labor force structure,,
SL.TLF.TERT.FE.ZS,"Labor force with tertiary education, female (% of female labor force)",Labor & Social Protection,Labor force structure,,
SL.TLF.TERT.MA.ZS,"Labor force with tertiary education, male (% of male labor force)",Labor & Social Protection,Labor force structure,,
SL.TLF.TERT.ZS,Labor force with tertiary education (% of total),Labor & Social Protection,Labor force structure,,
SL.TLF.TOTL.FE.ZS,"Labor force, female (% of total labor force)",Labor & Social Protection,Labor force structure,,
SL.TLF.TOTL.IN,"Labor force, total",Labor & Social Protection,Labor force structure,,
SL.UEM.1524.FE.ZS,"Unemployment, youth female (% of female labor force ages 15-24)",Labor & Social Protection,Unemployment,,
SL.UEM.1524.MA.ZS,"Unemployment, youth male (% of male labor force ages 15-24)",Labor & Social Protection,Unemployment,,
SL.UEM.1524.ZS,"Unemployment, youth total (% of total labor force ages 15-24)",Labor & Social Protection,Unemployment,,
SL.UEM.LTRM.FE.ZS,"Long-term unemployment, female (% of female unemployment)",Labor & Social Protection,Unemployment,,
SL.UEM.LTRM.MA.ZS,"Long-term unemployment, male (% of male unemployment)",Labor & Social Protection,Unemployment,,
SL.UEM.LTRM.ZS,Long-term unemployment (% of total unemployment),Labor & Social Protection,Unemployment,,
SL.UEM.PRIM.FE.ZS,"Unemployment with primary education, female (% of female unemployment)",Labor & Social Protection,Unemployment,,
SL.UEM.PRIM.MA.ZS,"Unemployment with primary education, male (% of male unemployment)",Labor & Social Protection,Unemployment,,
SL.UEM.PRIM.ZS,Unemployment with primary education (% of total unemployment),Labor & Social Protection,Unemployment,,
SL.UEM.SECO.FE.ZS,"Unemployment with secondary education, female (% of female unemployment)",Labor & Social Protection,Unemployment,,
SL.UEM.SECO.MA.ZS,"Unemployment with secondary education, male (% of male unemployment)",Labor & Social Protection,Unemployment,,
SL.UEM.SECO.ZS,Unemployment with secondary education (% of total unemployment),Labor & Social Protection,Unemployment,,
SL.UEM.TERT.FE.ZS,"Unemployment with tertiary education, female (% of female unemployment)",Labor & Social Protection,Unemployment,,
SL.UEM.TERT.MA.ZS,"Unemployment with tertiary education, male (% of male unemployment)",Labor & Social Protection,Unemployment,,
SL.UEM.TERT.ZS,Unemployment with tertiary education (% of total unemployment),Labor & Social Protection,Unemployment,,
SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force)",Labor & Social Protection,Unemployment,,
SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force)",Labor & Social Protection,Unemployment,,
SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force)",Labor & Social Protection,Unemployment,,
SL.WAG.0714.ZS,"Children in employment, wage workers (% of children in employment, ages 7-14)",Labor & Social Protection,Economic activity,,
SM.EMI.TERT.ZS,Emigration rate of tertiary educated (% of total tertiary educated population),Labor & Social Protection,Migration,,
SM.POP.NETM,Net migration,Labor & Social Protection,Migration,,
SM.POP.REFG,Refugee population by country or territory of asylum,Labor & Social Protection,Migration,,
SM.POP.REFG.OR,Refugee population by country or territory of origin,Labor & Social Protection,Migration,,
SM.POP.TOTL,"International migrant stock, total",Labor & Social Protection,Migration,,
SM.POP.TOTL.ZS,International migrant stock (% of population),Labor & Social Protection,Migration,,
SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population),Health,Nutrition,,
SN.ITK.DFCT,Depth of the food deficit (kilocalories per person per day),Health,Nutrition,,
SN.ITK.SALT.ZS,Consumption of iodized salt (% of households),Health,Nutrition,,
SN.ITK.VITA.ZS,Vitamin A supplementation coverage rate (% of children ages 6-59 months),Health,Nutrition,,
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Health,Reproductive health,,
SP.DTH.INFR.ZS,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),Health,Mortality,,
SP.DTH.REPT.ZS,Completeness of total death reporting (% of reported total deaths to estimated total deaths),Health,Mortality,,
SP.DYN.AMRT.FE,"Mortality rate, adult, female (per 1,000 female adults)",Health,Mortality,,
SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",Health,Mortality,,
SP.DYN.CBRT.IN,"Birth rate, crude (per 1,000 people)",Health,Population,Dynamics,
SP.DYN.CDRT.IN,"Death rate, crude (per 1,000 people)",Health,Population,Dynamics,
SP.DYN.CONU.ZS,Contraceptive prevalence (% of women ages 15-49),Health,Reproductive health,,
SP.DYN.IMRT.IN,"Mortality rate, infant (per 1,000 live births)",Health,Mortality,,
SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",Health,Mortality,,
SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",Health,Mortality,,
SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",Health,Mortality,,
SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",Health,Reproductive health,,
SP.DYN.TO65.FE.ZS,"Survival to age 65, female (% of cohort)",Health,Mortality,,
SP.DYN.TO65.MA.ZS,"Survival to age 65, male (% of cohort)",Health,Mortality,,
SP.DYN.WFRT,Wanted fertility rate (births per woman),Health,Reproductive health,,
SP.HOU.FEMA.ZS,Female headed households (% of households with a female head),Health,Population,Dynamics,
SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Health,Reproductive health,,
SP.POP.0014.TO.ZS,Population ages 0-14 (% of total),Health,Population,Structure,
SP.POP.1564.TO.ZS,Population ages 15-64 (% of total),Health,Population,Structure,
SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total),Health,Population,Structure,
SP.POP.DPND,Age dependency ratio (% of working-age population),Health,Population,Dynamics,
SP.POP.DPND.OL,"Age dependency ratio, old (% of working-age population)",Health,Population,Dynamics,
SP.POP.DPND.YG,"Age dependency ratio, young (% of working-age population)",Health,Population,Dynamics,
SP.POP.GROW,Population growth (annual %),Health,Population,Dynamics,
SP.POP.SCIE.RD.P6,Researchers in R&D (per million people),Infrastructure,Technology,,
SP.POP.TECH.RD.P6,Technicians in R&D (per million people),Infrastructure,Technology,,
SP.POP.TOTL,"Population, total",Health,Population,Structure,
SP.POP.TOTL.FE.ZS,"Population, female (% of total)",Health,Population,Structure,
SP.REG.BRTH.RU.ZS,"Completeness of birth registration, rural (%)",Health,Population,Dynamics,
SP.REG.BRTH.UR.ZS,"Completeness of birth registration, urban (%)",Health,Population,Dynamics,
SP.REG.BRTH.ZS,Completeness of birth registration (%),Health,Population,Dynamics,
SP.RUR.TOTL,Rural population,Environment,Density & urbanization,,
SP.RUR.TOTL.ZG,Rural population growth (annual %),Environment,Density & urbanization,,
SP.RUR.TOTL.ZS,Rural population (% of total population),Environment,Density & urbanization,,
SP.URB.GROW,Urban population growth (annual %),Environment,Density & urbanization,,
SP.URB.TOTL,Urban population,Environment,Density & urbanization,,
SP.URB.TOTL.IN.ZS,Urban population (% of total),Environment,Density & urbanization,,
SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49),Health,Reproductive health,,
ST.INT.ARVL,"International tourism, number of arrivals",Private Sector & Trade,Travel & tourism,,
ST.INT.DPRT,"International tourism, number of departures",Private Sector & Trade,Travel & tourism,,
ST.INT.RCPT.CD,"International tourism, receipts (current US$)",Private Sector & Trade,Travel & tourism,,
ST.INT.RCPT.XP.ZS,"International tourism, receipts (% of total exports)",Private Sector & Trade,Travel & tourism,,
ST.INT.TRNR.CD,"International tourism, receipts for passenger transport items (current US$)",Private Sector & Trade,Travel & tourism,,
ST.INT.TRNX.CD,"International tourism, expenditures for passenger transport items (current US$)",Private Sector & Trade,Travel & tourism,,
ST.INT.TVLR.CD,"International tourism, receipts for travel items (current US$)",Private Sector & Trade,Travel & tourism,,
ST.INT.TVLX.CD,"International tourism, expenditures for travel items (current US$)",Private Sector & Trade,Travel & tourism,,
ST.INT.XPND.CD,"International tourism, expenditures (current US$)",Private Sector & Trade,Travel & tourism,,
ST.INT.XPND.MP.ZS,"International tourism, expenditures (% of total imports)",Private Sector & Trade,Travel & tourism,,
TG.VAL.TOTL.GD.ZS,Merchandise trade (% of GDP),Private Sector & Trade,Total merchandise trade,,
TM.QTY.MRCH.XD.WD,Import volume index (2000 = 100),Private Sector & Trade,Trade indexes,,
TM.TAX.MANF.BC.ZS,"Binding coverage, manufactured products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MANF.BR.ZS,"Bound rate, simple mean, manufactured products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MANF.IP.ZS,"Share of tariff lines with international peaks, manufactured products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MANF.SR.ZS,"Share of tariff lines with specific rates, manufactured products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MRCH.BC.ZS,"Binding coverage, all products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MRCH.BR.ZS,"Bound rate, simple mean, all products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MRCH.IP.ZS,"Share of tariff lines with international peaks, all products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, all products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MRCH.SR.ZS,"Share of tariff lines with specific rates, all products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean, all products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, all products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.TCOM.BC.ZS,"Binding coverage, primary products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.TCOM.BR.ZS,"Bound rate, simple mean, primary products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.TCOM.IP.ZS,"Share of tariff lines with international peaks, primary products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.TCOM.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, primary products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.TCOM.SR.ZS,"Share of tariff lines with specific rates, primary products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)",Private Sector & Trade,Tariffs,,
TM.TAX.TCOM.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, primary products (%)",Private Sector & Trade,Tariffs,,
TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.FOOD.ZS.UN,Food imports (% of merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.FUEL.ZS.UN,Fuel imports (% of merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.ICTG.ZS.UN,ICT goods imports (% total goods imports),Infrastructure,Communications,,
TM.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service imports),Private Sector & Trade,Imports,,
TM.VAL.MANF.ZS.UN,Manufactures imports (% of merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MMTL.ZS.UN,Ores and metals imports (% of merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.AL.ZS,Merchandise imports from economies in the Arab World (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.CD.WT,Merchandise imports (current US$),Private Sector & Trade,Imports,,
TM.VAL.MRCH.HI.ZS,Merchandise imports from high-income economies (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.OR.ZS,Merchandise imports from developing economies outside region (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.R1.ZS,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.R2.ZS,Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.R3.ZS,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.R4.ZS,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.R5.ZS,Merchandise imports from developing economies in South Asia (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.R6.ZS,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.RS.ZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Private Sector & Trade,Imports,,
TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$),Private Sector & Trade,Imports,,
TM.VAL.MRCH.WR.ZS,Merchandise imports from developing economies within region (% of total merchandise imports),Private Sector & Trade,Imports,,
TM.VAL.MRCH.XD.WD,Import value index (2000 = 100),Private Sector & Trade,Trade indexes,,
TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)",Private Sector & Trade,Imports,,
TM.VAL.SERV.CD.WT,Commercial service imports (current US$),Private Sector & Trade,Imports,,
TM.VAL.TRAN.ZS.WT,Transport services (% of commercial service imports),Private Sector & Trade,Imports,,
TM.VAL.TRVL.ZS.WT,Travel services (% of commercial service imports),Private Sector & Trade,Imports,,
TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2000 = 100),Private Sector & Trade,Trade indexes,,
TX.QTY.MRCH.XD.WD,Export volume index (2000 = 100),Private Sector & Trade,Trade indexes,,
TX.VAL.AGRI.ZS.UN,Agricultural raw materials exports (% of merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.FOOD.ZS.UN,Food exports (% of merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.FUEL.ZS.UN,Fuel exports (% of merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.ICTG.ZS.UN,ICT goods exports (% of total goods exports),Infrastructure,Communications,,
TX.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service exports),Private Sector & Trade,Exports,,
TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MMTL.ZS.UN,Ores and metals exports (% of merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.AL.ZS,Merchandise exports to economies in the Arab World (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.CD.WT,Merchandise exports (current US$),Private Sector & Trade,Exports,,
TX.VAL.MRCH.HI.ZS,Merchandise exports to high-income economies (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.OR.ZS,Merchandise exports to developing economies outside region (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.R1.ZS,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.R2.ZS,Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.R3.ZS,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.R4.ZS,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.R5.ZS,Merchandise exports to developing economies in South Asia (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.R6.ZS,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.RS.ZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Private Sector & Trade,Exports,,
TX.VAL.MRCH.WL.CD,Merchandise exports by the reporting economy (current US$),Private Sector & Trade,Exports,,
TX.VAL.MRCH.WR.ZS,Merchandise exports to developing economies within region (% of total merchandise exports),Private Sector & Trade,Exports,,
TX.VAL.MRCH.XD.WD,Export value index (2000 = 100),Private Sector & Trade,Trade indexes,,
TX.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service exports)",Private Sector & Trade,Exports,,
TX.VAL.SERV.CD.WT,Commercial service exports (current US$),Private Sector & Trade,Exports,,
TX.VAL.TECH.CD,High-technology exports (current US$),Infrastructure,Technology,,
TX.VAL.TECH.MF.ZS,High-technology exports (% of manufactured exports),Infrastructure,Technology,,
TX.VAL.TRAN.ZS.WT,Transport services (% of commercial service exports),Private Sector & Trade,Exports,,
TX.VAL.TRVL.ZS.WT,Travel services (% of commercial service exports),Private Sector & Trade,Exports,,
VC.BTL.DETH,Battle-related deaths (number of people),Public Sector,Conflict & fragility,,
VC.IDP.TOTL.HE,"Internally displaced persons (number, high estimate)",Public Sector,Conflict & fragility,,
VC.IDP.TOTL.LE,"Internally displaced persons (number, low estimate)",Public Sector,Conflict & fragility,,
VC.IHR.PSRC.P5,"Intentional homicides (per 100,000 people)",Public Sector,Conflict & fragility,,
VC.PKP.TOTL.UN,"Presence of peace keepers (number of troops, police, and military observers in mandate)",Public Sector,Conflict & fragility,,
